Hybridization REF,TCGA-35-3615-01A-01R-0946-07,TCGA-55-1592-01A-01R-0946-07,TCGA-67-3770-01A-01R-0946-07,TCGA-44-2655-01A-01R-0946-07,TCGA-55-1594-01A-01R-0946-07,TCGA-67-3771-01A-01R-0946-07,TCGA-44-2656-01A-02R-0946-07,TCGA-55-1595-01A-01R-0946-07,TCGA-67-3772-01A-01R-0946-07,TCGA-44-2659-01A-01R-0946-07,TCGA-55-1596-01A-01R-0946-07,TCGA-67-3773-01A-01R-0946-07,TCGA-44-2662-01A-01R-0946-07,TCGA-64-1676-01A-01R-0946-07,TCGA-67-3774-01A-01R-0946-07,TCGA-44-2665-01A-01R-0946-07
CATSPER2,-0.848833333,-0.764666667,-0.303833333,-0.6205,-1.2225,-0.361666667,-1.332333333,-0.007333333,-1.459666667,-0.848333333,-0.402666667,-0.770666667,-1.192666667,-1.5875,-1.100333333,-1.270833333
E2F6,-0.2745,-0.332777778,0.297833333,-0.125944444,0.708833333,0.575444444,-0.374444444,-0.657722222,-0.485888889,-0.714166667,0.136166667,-0.781222222,-0.764944444,-0.904777778,0.112888889,-1.117777778
LOC51035,0.2575,0.061375,-0.62775,-0.06875,0.107125,0.14475,0.1,-0.22875,-0.495,0.389625,-0.895625,0.03925,0.152375,-0.271875,-0.4335,-0.389
WDSOF1,-1.06275,-0.46975,-0.277,-0.7095,-0.5035,0.67225,0.35175,-0.55175,-0.8625,-0.88775,0.248,-1.541,-0.56525,0.178,-0.896,-1.33425
ZBTB44,0.413625,0.321,1.15625,0.615375,1.11675,1.73375,1.035125,0.03775,0.6635,0.395625,1.403625,0.814375,0.722125,0.675,0.615375,-0.093875
ZMAT4,-3.61,-4.63275,-4.0325,-4.568,2.6475,-1.12575,-4.9745,-2.16425,-3.40225,-4.2985,-4.4205,-4.17725,-5.553,-3.511,-3.406,-3.966
ZNF19,0.340833333,0.180833333,-0.533833333,0.4255,0.493333333,-0.360166667,0.291333333,0.694333333,0.509166667,0.262833333,1.436,0.690666667,0.4245,0.375666667,0.8475,1.259333333
ZNF714,-1.564,-1.23475,-1.1625,-1.63925,-0.83575,-1.4465,-0.53775,-0.46175,-0.55475,-0.882,-0.35725,-0.8815,-0.5815,-1.444,-1.23375,-0.38425
PSMA8,0.293166667,1.5965,0.665833333,0.838666667,0.664333333,-0.0122,0.101333333,-0.08,0.6774,0.652333333,0.2785,0.417,-0.070166667,0.583166667,0.529333333,0.1106
COX4I1,-0.244357143,0.037357143,-0.077714286,0.098714286,-0.075142857,-0.358142857,-0.372857143,-0.382642857,0.0245,-0.358714286,-0.150285714,0.242142857,-0.140285714,0.177,0.077,0.326357143
DTWD1,-0.473,-0.986,-0.649,-0.4035,-0.10825,-0.58325,-1.17475,-0.74125,-0.319,-1.24825,0.08275,-0.1595,-0.96625,-1.21625,-0.8535,0.31575
ARID4B,0.301,0.892125,0.49025,0.789625,0.496,0.728125,1.125875,1.45525,0.526875,1.1505,0.8865,0.534875,0.769,1.14075,0.795375,1.15775
WWP2,-0.13925,0.11525,-0.34925,-0.150166667,0.070333333,-0.2775,0.10975,-0.171583333,-0.14075,0.392,-0.249,0.115818182,0.189833333,0.280416667,0.226416667,0.1325
DCTD,-0.1435,-0.7395,0.6137,-0.3192,-0.0177,-0.8526,0.4394,-0.2566,0.1585,-0.1414,-0.6555,-0.4967,0.4708,-0.1615,0.3658,0.2207
TBCD,-0.94975,-0.41575,0.297,-0.11775,-0.396625,-0.213875,-0.138,-0.059625,-0.451625,-0.295625,-0.690625,0.10525,-0.918875,-0.6175,0.202625,-1.285875
ZNF250,0.185,0.155666667,0.9345,-0.375833333,0.067666667,-0.680333333,0.729333333,0.835666667,-0.0795,0.039666667,0.642333333,-0.036833333,-0.692166667,1.280833333,0.025166667,0.926166667
CASQ2,0.759166667,0.912,1.429833333,2.274333333,0.435,0.667666667,0.8298,0.583166667,2.197166667,0.565833333,0.717666667,0.633833333,-0.496333333,0.3486,1.157,0.479666667
XTP3TPA,-0.29075,-0.10425,0.3745,-0.687,0.6675,-0.9155,-0.727,-0.9525,-0.499,-0.803,0.57325,-0.65625,0.0235,-0.012,-0.578,0.3985
HIP1,-0.3734,-0.2791,-0.1199,0.4189,-0.3877,-1.2722,0.2822,0.252,0.0294,2.4159,0.0084,1.1311,1.0958,0.2678,-0.4207,-0.3635
DOK7,-1.18075,-1.1725,-0.4975,-0.838,-2.1935,-2.35975,-2.1435,-1.90025,-1.17475,-2.258,-0.76775,-1.79875,-1.54975,-1.97475,0.17475,-2.258
GTF2H3,-1.224,-1.191333333,-0.011666667,-0.7275,0.606666667,-0.644333333,-0.9375,-0.390666667,-0.638166667,-1.340833333,0.642,-1.107166667,-0.0795,0.278333333,-1.304333333,-0.499333333
ASB12,0.4745,-0.119,0.4295,0.193,0.311,-0.027,0.1765,0.32,0.347,0.6775,0.2065,0.4005,0.6535,-0.4685,0.485,0.374
POM121,-0.3285,-1.0018,-1.335555556,-0.6329,-0.8783,-0.4031,-0.5355,-0.2048,-1.0975,-0.4884,-1.098,-0.904,-0.2353,-1.3326,-0.504,-0.6116
PHYHD1,-0.2065,1.9554,3.2369,2.2334,2.0194,-0.874,0.1214,2.7317,0.1989,-0.0197,-0.6698,1.9982,2.0048,-0.7738,2.2942,1.5056
DKFZp779O175,-0.55875,-0.35025,-0.246,-0.6185,0.42575,0.3755,0.24275,0.43775,0.006,-0.41325,-0.0005,-0.45175,0.45675,0.20925,-0.05975,0.311
TMEM168,1.11075,1.15325,0.75175,0.53125,0.35325,1.262,0.304,1.05775,0.82425,0.80525,0.48025,1.37975,0.956,0.9275,0.5035,0.7405
FJX1,-1.340166667,-2.426166667,-0.917666667,-1.124,-2.135666667,-2.493666667,-1.447666667,-1.146833333,-1.436666667,-0.832666667,-1.439,-1.516,-1.053333333,-1.160333333,-1.709166667,-0.618166667
NUMA1,-1.54725,-0.71325,-1.47175,-1.1535,-0.80475,-0.98575,-0.775,-1.09325,-1.56025,-1.2575,-1.2625,-1.807,-1.6555,-1.338,-0.7995,-0.913
DEFB123,0.05725,0.006,-0.76775,0.76525,0.25075,0.4335,0.6785,0.186,0.19275,0.15625,0.022,0.1515,0.48225,-0.1355,0.20625,-0.25175
FZD1,0.54,1.5732,1.0395,0.8036,2.4526,-0.0089,0.2121,2.1201,1.4021,0.5841,-0.534,0.7479,1.16,1.0336,0.7052,3.2977
C7orf28B,-0.3245,0.8855,0.4535,-0.273,0.686,0.4495,0.129,0.4075,0.3,1.5085,1.1165,-0.114,0.6605,-0.1405,-0.5325,-0.318
TMEM185A,-0.41275,0.50855,0.1352,-0.1053,0.3037,-0.10155,0.176,-0.4119,0.5723,0.28155,0.19595,-0.2727,0.3669,0.42895,0.28405,0.2666
C1orf186,1.7405,1.88,2.565,2.69925,0.138,0.58225,3.71225,0.66375,3.6185,2.927,1.2405,4.885,2.37675,0.21675,1.55875,2.0945
IGFBP4,-0.482333333,-0.096666667,1.159666667,-0.084833333,-0.891,-0.8725,0.074833333,0.0715,0.539333333,0.2895,0.860833333,0.858,-0.228166667,1.226666667,0.8895,0.343666667
IFNB1,0.172,-0.1385,-0.1275,-0.2485,-0.112,-0.8335,-0.0055,-0.0665,-0.218,-0.3485,0.2305,-0.385,0.393,0.047,0.059,0.246
FUNDC2,0.9525,0.7355,1.693,0.30825,0.93275,0.28675,0.1025,0.552,1.9065,0.1575,0.83775,1.12,-0.15,1.021,0.362,-0.204
C9orf70,0.15425,0.5665,-0.04075,1.0005,0.00775,-0.530666667,0.895,0.08275,0.06875,1.92025,-0.0545,-0.243,1.0245,0.55525,0.27475,0.24725
MAGEB1,-1.45475,-0.91075,-0.76125,-1.36725,0.18875,-0.638666667,-1.3385,-0.467,-0.361,-1.32,-0.12575,-1.431,0.62675,-0.57225,-0.53,-0.5935
FMNL2,-0.687375,0.730625,-1.009625,-0.290625,0.401125,0.5565,-0.9495,0.24775,-0.39,0.084625,0.1045,-0.0945,0.349,-0.415,-0.575125,-0.451125
ALKBH3,-0.357666667,-0.556333333,0.1025,-0.120666667,0.045166667,0.402333333,-0.185833333,-1.255166667,0.3265,-0.026166667,-0.396166667,0.093166667,-0.526,-0.443333333,-0.2805,-0.051
RANBP2,-0.679833333,0.332333333,-0.7725,0.255,0.26,0.386666667,-0.2215,0.803666667,-0.428,0.2945,-0.234666667,-0.531333333,-0.027666667,0.090833333,0.249666667,-0.342333333
FAM123C,0.395833333,0.003833333,0.231666667,-0.291333333,-0.231333333,0.077833333,0.127666667,-0.001,0.1165,-0.196,0.094833333,0.016166667,-0.007333333,-0.137333333,0.030666667,0.135833333
TAOK1,0.62025,0.491,-0.0675,1.15475,1.0405,1.1625,-0.06725,1.48975,1.06375,1.41675,0.6745,0.595,0.9615,1.071,0.46425,-0.223
CISH,1.49975,0.38575,2.225375,0.8505,-0.430625,-0.45325,1.82025,1.3005,1.333375,1.17225,-1.042125,2.13975,1.2055,2.172875,1.939875,0.74475
OGDHL,-3.01625,-3.7535,-2.88775,-3.255,-2.15225,0.70075,-4.443,-3.7135,-3.9505,-2.50625,-2.56775,-3.22025,-0.7905,-3.046,-1.0735,-2.555
SPINT2,0.750333333,2.433666667,2.065833333,1.693833333,3.3585,2.328333333,1.278666667,2.007333333,2.549166667,1.251833333,1.981833333,1.645166667,3.607166667,1.060166667,2.885166667,1.943833333
SCNM1,0.900625,0.15675,0.086625,0.3645,0.15525,0.484375,0.23275,0.27575,0.358,0.19225,0.295125,0.2205,-0.17575,1.05025,-0.103625,0.684875
SLC35F4,-2.01925,-2.6425,-2.19775,-2.917,-2.849,-2.29075,-2.35,-1.49625,-2.28125,-3.081666667,-3.261,-3.03075,-2.563,-1.694,-1.9095,-1.43525
COL6A6,1.59925,4.95075,3.88325,7.2165,2.58375,2.93325,5.75675,2.62225,3.301,4.992,4.05275,5.321,4.9025,2.43475,4.3305,3.4375
OR4K2,-0.3675,0.37,-0.581,-0.3145,0.176,0.312,-0.6015,0.519,-0.437,-0.156,0.5715,-0.543,0.4555,0.279,-0.3,0.7695
FAM137B,-0.5145,0.9025,-0.991,-1.7535,0.213,-0.4165,-1.164,0.3175,-0.3025,1.707,1.506,0.9555,-0.0445,-0.7775,-0.499,-0.6395
C11orf9,-0.9075,-0.38525,-0.48175,-0.73525,-1.30475,-0.20925,-0.764,-1.4355,-0.159,-1.4085,-0.9315,-1.44275,-0.2975,-1.0285,0.4155,-1.309
C21orf67,0.7575,-0.722,1.132,0.99575,-1.41575,-1.223,0.3825,-0.1825,0.928,-0.6765,1.1755,0.5285,-0.54925,0.243,-0.39125,-0.54725
BCKDHB,0.326,1.2646,1.591,1.099,0.366,0.3261,-0.0133,-0.096,0.6817,0.1153,0.9772,-0.0069,0.228,-0.454,0.8558,0.1809
N4BP3,-1.276833333,-0.253833333,-0.359166667,-0.827666667,-1.6598,-1.691166667,-1.400166667,-0.370666667,-1.454166667,-0.795,-1.647833333,-1.353833333,-1.690833333,-0.777833333,-0.847333333,-1.152833333
CRISP1,0.5195,-0.239,0.898,0.391,0.046,0.858,0.3205,-0.0675,1.335,0.1645,0.498,-0.071,1.214,0.9405,-0.039,1.1235
VSTM1,1.0315,0.1625,1.0365,0.548,0.64,1.6705,0.859,0.0905,1.6845,-0.136,0.056,0.9775,2.398,0.615,0.8485,0.522
RPS17,-0.22375,-0.9025,-1.38,-0.66525,-1.065,-0.8315,-1.26375,-0.58375,-0.9255,-1.36775,-0.4595,-0.626,-1.16725,-1.317,-0.23975,-0.4565
FEZF1,0.5305,1.425,-0.404,-0.047,1.032,0.4585,0.309,-0.0735,0.9485,0.6155,0.1125,-0.118,-0.424,0.935,0.029,0.674
PCDHB15,0.2215,0.23175,0.10475,-0.32975,1.11125,-0.2225,-0.8515,0.9535,-0.8805,1.54575,-1.35925,-0.32675,1.3115,-0.4855,-0.2145,1.7605
C17orf37,0.9585,1.81325,1.00425,0.4415,1.52425,0.3185,0.35275,0.90475,0.6895,-0.0785,2.2615,0.62975,0.76,1.26475,0.87525,0.235
IL11RA,1.449,1.515833333,1.469166667,0.785,0.623333333,0.304833333,0.4845,1.153,1.041333333,0.764833333,0.440333333,1.185166667,-0.634666667,-0.605166667,0.714,0.721333333
MPST,1.354875,0.815625,0.83775,0.362875,0.803875,0.771625,0.059875,0.25975,0.945875,0.613,1.326625,0.748375,0.132875,0.57125,0.267375,0.348625
ECHS1,0.3575,0.44975,0.81725,0.9585,0.7345,0.35675,0.62725,0.7325,0.29225,0.43975,1.07925,0.289,0.29625,0.07575,1.0605,-0.13
NCF4,0.35425,0.83275,2.4455,0.98275,0.72925,1.14125,2.53075,0.34925,2.51475,0.54925,-0.012,1.68125,1.77925,1.8205,1.411,1.64275
HYMAI,0.8285,0.4575,0.0075,0.2155,0.1135,0.21,0.6235,0.233,0.2765,0.2595,1.184,0.47,0.4605,0.6675,-0.775,0.0565
ACOT12,-0.50225,-0.1595,0.18025,-0.268,-0.076,-1.00825,-0.0685,-0.1245,-0.04725,-0.0575,0.4355,-0.07325,-0.26225,-0.595,0.224,0.229
MTHFD2L,-0.07775,-0.6295,0.169,0.0245,0.1785,-0.884,0.4275,0.002375,-0.73725,-1.063625,-1.091125,-0.536625,-0.42625,-0.133625,0.168,0.238125
NTRK1,-1.389333333,-2.235833333,-1.554833333,-2.0545,-2.370833333,-2.516166667,-0.974333333,-1.761,-1.532,-2.102833333,-2.031666667,-0.291666667,-2.340666667,-1.577333333,-1.808666667,-0.952166667
NAP1L2,1.053,-1.7975,0.545,1.82975,-2.55225,0.29275,-1.8435,0.13575,-0.53025,0.199,0.77425,-1.919,-3.1335,-2.63525,-0.915,-0.10525
TRIB3,-2.686,-1.241166667,-0.711833333,-2.7085,-2.048333333,-0.86,-1.536333333,-2.404666667,-2.336166667,-0.5655,-0.393,-2.986,-1.521833333,-1.702,-2.590833333,-2.211833333
C2orf49,0.7125,0.088666667,1.133833333,0.699,0.788833333,1.174333333,-0.5455,-0.3445,0.2795,-0.068166667,1.072,0.649,0.124666667,0.958666667,-0.447333333,0.076833333
DDX5,-1.1005,0.05275,-0.5635,-0.576,0.008,-0.54275,0.24125,0.864,-0.4755,-0.672,-0.83675,-0.262,-0.038,-0.33725,0.49175,-0.28425
ANAPC4,-0.095666667,-0.026833333,-0.3715,-0.120666667,0.451833333,-0.735166667,0.01,0.353333333,-0.497333333,-0.191833333,0.283666667,0.417666667,0.601,0.879,-0.297833333,-0.035333333
KCNK3,0.7159,0.4283,0.0976,0.8227,-0.261,-0.1916,0.6553,0.4594,0.1657,0.2168,2.2113,0.2191,-0.7268,0.6008,1.0184,-0.4027
OR9I1,0.373,0.3465,0.249,0.587,0.0865,0.356,0.324,0.403,0.639,-0.333,0.0005,0.6585,-0.047,0.076,0.466,0.3155
PDLIM2,0.091875,-0.728,-0.028625,-1.02575,-0.334,0.36775,-0.377625,-0.66575,-0.320875,-0.319714286,-1.219571429,-0.047,-0.499375,0.414125,0.06725,0.577875
NFIA,1.2585,1.6545,0.322,1.696,0.7365,1.364,0.4615,0.98,1.6005,2.395,0.8185,2.262,0.9365,-0.724,1.749,-0.792
PCDH21,0.0185,-0.7695,-0.730333333,-0.963666667,-1.071833333,-0.9875,-0.423166667,-0.614333333,-0.212833333,-0.341166667,-0.8125,-0.776166667,-0.9,-0.245166667,-0.3635,-0.086833333
C9orf43,-0.92475,-0.54175,-0.647,-0.623,-0.9535,0.05925,-0.6615,0.60875,-1.811,-1.535,0.5105,0.0395,-0.399,-0.83175,0.10775,-0.2825
CCDC34,-1.35625,-0.59,-1.582,-2.00975,-0.769,-1.438,-1.61275,-1.44475,-1.3565,-0.604,-0.20775,-1.6455,-1.025,-1.238,-0.991,-0.78275
STX8,0.50675,0.1285,0.7395,0.6305,-0.222,0.36425,0.40575,-0.34675,0.96025,-0.191,-0.20725,0.51125,0.083,1.137,0.34275,0.39025
LUZP1,-0.6505,-0.231375,-0.567125,-0.486625,-0.223875,-0.730875,0.010625,-0.06675,-0.056125,-0.1575,-0.594875,-0.604125,0.627625,-0.252375,-0.19425,0.178125
C5AR1,0.389875,1.8885,1.64475,1.243125,0.98175,1.843,1.98825,0.904875,1.376875,0.553375,1.188,0.961375,2.661125,1.60725,1.00725,0.842375
GRPEL1,-0.0225,-0.8365,0.073833333,0.202166667,0.3155,-0.561833333,0.287333333,-0.2665,0.072166667,-0.65,0.102,-0.264166667,0.3535,0.280666667,-0.270833333,-0.422833333
ANXA3,1.24525,2.19975,2.0665,2.3925,0.98875,-0.975,1.613,-0.74325,2.643,0.00875,1.72675,1.5115,4.01425,1.82675,1.62075,1.57275
KIAA1609,-0.08325,0.3495,-1.128,-0.044875,0.192375,-0.026,0.01125,-0.957625,0.25275,-0.379,0.8685,-1.051,0.631875,1.874875,-0.078875,0.53575
KIAA0528,-0.42975,1.666,-0.90475,-0.572,0.201625,-0.69225,-0.508,0.8235,-0.3655,0.052375,0.167,0.250625,-0.3015,-0.04525,0.147375,-0.193125
MANEA,0.102625,0.957125,0.8055,0.692125,1.33675,1.350625,0.892625,0.1565,1.045125,0.417375,0.901125,0.259875,1.1785,0.30225,0.72125,0.575375
hCG_2001000,1.74175,-0.35075,0.58875,0.24525,0.3575,0.27875,0.00375,-0.151,1.447,0.8505,0.09875,0.52925,0.0825,1.68125,-0.37975,0.32175
RAPGEF6,-0.1171,-0.4173,0.1059,-0.4724,-0.7283,-0.4746,-0.2807,1.5521,-0.9471,0.2424,-1.0414,0.9962,-0.0645,-1.2682,-0.2235,0.3124
NEIL1,1.12925,0.958,0.26925,0.94225,1.224,0.78575,-0.22975,1.19575,-0.19875,0.01125,0.7015,1.5045,-0.1645,-0.231,1.573,2.06575
HIST3H3,-0.68275,0.49625,-0.23375,0.38,0.38125,-0.10375,0.00975,0.823,0.17975,-0.3175,0.05625,-0.629,0.16575,0.05125,0.49425,0.24125
ALX1,-2.8015,-2.604833333,-2.787333333,-3.587,-1.784833333,-1.844666667,-2.866166667,-2.4075,-3.020166667,-3.407,-4.082666667,-3.7265,-3.643,-2.777333333,-2.272333333,-2.933166667
HIST1H1E,-0.32425,0.0465,-1.7465,-1.94175,-1.8995,0.11225,1.25275,-2.0885,-1.13225,-0.781,-1.24175,-0.4735,-1.943,0.2355,-1.499,-0.7975
NPY6R,0.5485,0.41625,0.61125,0.55775,0.4175,0.455,0.51225,0.32525,0.4725,0.29875,0.608,0.43075,0.5975,0.1695,0.11325,0.2845
ETNK2,-1.2235,-0.842166667,0.0425,-0.436666667,0.467666667,0.063333333,-2.201666667,-0.919166667,-1.018666667,-1.2155,-1.597333333,-0.410666667,-0.3325,0.438833333,-0.106166667,-0.576166667
ANGPT4,0.74,0.641,1.5125,1.1665,0.113,0.507,1.0695,0.1385,1.718,0.723,-0.174,0.8275,-0.3325,1.4845,0.2205,0.662
ST8SIA4,-0.392,0.980625,0.41225,0.058,0.4055,0.723625,1.29425,0.18075,1.609625,0.927625,1.51425,1.403125,1.812125,1.442,0.538,1.74975
F2RL1,1.140125,1.71875,2.595625,1.44375,0.878875,0.833125,0.50175,1.041375,2.216625,-1.090875,0.40475,0.985,-1.146125,1.079375,1.95175,1.30525
C21orf13,0.4775,0.052666667,0.575833333,0.502833333,-0.748333333,-0.095166667,0.334666667,-0.0145,0.75,0.117833333,1.439666667,0.0515,0.570333333,-0.944666667,0.812166667,0.099833333
RFX3,-0.7465,-0.359,-1.1025,-1.041166667,0.113333333,1.513666667,-0.417,-0.069333333,-1.0895,-1.056166667,0.6825,-0.509,0.326833333,-0.204833333,0.141166667,-0.7345
BCHE,-2.874166667,-3.074666667,-1.877833333,-1.6395,0.895166667,-4.335833333,-3.373333333,-2.668166667,-2.415,-2.004333333,-4.891333333,-2.221666667,-3.327666667,-3.933333333,-1.977,-2.719666667
KIAA1324,1.477111111,2.605555556,-0.296444444,1.696777778,0.961444444,-0.155888889,-0.471888889,2.093,-0.304888889,0.667222222,1.816444444,-0.221444444,-3.393666667,-3.363,1.841888889,-3.173875
TNXB,0.9553,0.2447,1.0821,1.3295,0.3879,0.5363,0.8487,0.3115,0.9417,0.7808,0.5062,0.9435,0.2361,1.2739,0.726,0.1397
ADAM32,-0.361,1.3595,-0.1475,-0.0565,-0.0995,-0.1595,-0.508,-0.193,-0.2915,-0.6355,2.4565,-0.2135,-0.581,-0.032,0.1,-0.4745
AQP2,1.19,0.384,0.8815,0.587,0.36725,0.350625,0.58475,0.180875,0.9045,1.229875,0.444375,0.618875,0.501625,1.13475,0.2965,0.41175
SLC13A4,-0.942,-1.164,-0.95825,-0.78425,-0.8375,-1.2405,-1.34825,-0.47775,-1.2925,-0.4925,-0.62075,-1.12975,-1.68975,-0.31,-0.7385,-0.71425
ZBTB11,-0.11575,-0.138,-0.26575,-0.286,-0.3515,0.00225,-0.01575,-0.0055,-0.621,-0.03125,-0.0945,-0.25275,-0.46825,0.66475,-0.41075,-0.3875
MFN2,-1.27975,0.056,-0.2505,-0.58725,0.581,-0.09625,-0.284,-0.386,-0.14225,0.08025,-0.5045,-1.1425,0.57825,-0.24575,-0.112,-0.74075
RHOH,-1.564,-1.96725,-1.0625,-1.12425,-0.321,-1.22725,0.188,-0.568,-0.45875,-0.8175,-1.5715,-0.33525,-0.638,-0.8275,-0.58075,-0.86975
TACR1,-0.6615,0.0665,0.290333333,0.0875,0.281,0.492,0.21525,0.0515,-0.15375,0.08525,0.23325,0.1435,-0.104,-0.15875,0.27725,0.10825
RHBDF1,-0.507166667,0.247166667,-0.702833333,-0.201833333,0.261833333,-0.342666667,0.1145,0.741333333,-0.027,0.357666667,0.328333333,-0.641833333,1.012666667,-0.630666667,-0.107833333,0.314833333
MYO5C,0.98175,0.55825,-0.06525,1.437125,0.85625,0.873125,0.478625,1.3055,-1.3485,0.066,0.6655,0.642375,0.302,-1.693625,0.48425,0.534625
MAPK10,0.094,0.8455,2.164,0.7995,0.8135,0.169,1.8275,0.5705,1.356,1.444,0.3405,2.319,1.108,0.4415,1,0.1765
ATF7,1.073125,0.9375,1.3965,1.502,0.88975,0.80075,1.098625,1.01675,1.75,1.349,0.5115,1.563,0.477625,0.725375,0.69075,1.04925
KIAA0748,-0.6455,-0.894,-0.84175,-0.94275,-1.08425,-1.51775,0.32725,-0.60925,-0.847,-0.0755,-1.26225,0.11575,-0.7685,-1.0275,-0.26775,-0.29425
DNAJA3,-0.826,-0.55,-1.175166667,-0.924666667,-0.685666667,-0.7705,-0.745166667,-0.692166667,-0.836833333,-0.638166667,-0.138166667,-1.1025,-0.787,-1.0155,-0.790333333,-0.465166667
FANCC,-0.80375,-0.53275,-1.41525,-1.19975,-0.996,-0.96875,-0.32875,-0.0695,-1.41425,0.0785,-1.209,-0.7415,-0.90825,-0.887,-0.89675,-1.2535
PLCXD2,0.1605,0.114,0.4525,0.05525,0.17325,-0.078,0.081,-0.00075,-0.0325,-0.08175,-0.28625,-0.61225,-0.292,0.415,0.17925,0.03675
MED14,-0.362666667,-0.375166667,-0.164833333,0.078833333,0.0205,-0.437666667,0.099666667,-0.443166667,0.3218,-0.673333333,0.425166667,-0.062833333,0.122,0.957,-0.022166667,-0.113666667
FAM18B,0.24975,0.40925,-0.168,0.64275,0.534,0.6905,0.786,0.664,0.503,-0.413,-0.0055,-0.768,0.10725,-0.377,1.16725,-0.06775
DUSP18,1.4305,1.21025,1.28575,1.85525,0.60675,1.90925,0.842,0.99625,0.285,0.80825,1.6835,1.17425,0.90925,0.14625,1.174,1.32875
KIAA1012,0.35075,0.596,-0.0675,0.3725,0.0515,0.91925,0.3275,2.84875,-0.343,0.73125,0.343,1.40875,0.06925,-0.23875,0.59375,0.26575
TAS2R3,0.047,0.6545,0.157,0.3825,0.0345,0.387,0.1205,0.021,1.067,0.626,-0.1695,0.3525,-0.795,0.422,0.081,-0.227
COQ10B,0.15625,0.40825,1.2755,1.0995,1.35625,1.56375,0.432,0.146,1.6475,0.05325,1.65975,1.524,0.861,0.40525,1.256,0.99675
TMCO7,-0.61475,-0.9685,0.06775,-0.2945,-1.08325,-0.804,-0.3595,-1.3085,0.13,-0.20525,-0.47475,-0.29475,0.073,0.05125,-0.58025,-0.15125
SH3PXD2A,-0.1505,0.2171,-0.6898,-0.3601,0.436,0.4595,-0.1735,1.2636,-0.034,0.75,-0.06,0.3508,0.461,-0.6428,0.4802,0.9096
OPA3,1.01625,0.04475,0.614,0.99275,0.303875,0.84325,0.4995,0.049125,0.76225,0.648875,0.55375,0.65525,0.27825,0.915125,0.335375,0.231625
TRAF7,-0.174833333,-0.309666667,-0.940166667,-0.7745,-0.4115,-0.792333333,-0.3835,-0.729,-0.062166667,-0.718666667,-0.06,-1.340833333,0.269833333,-0.759,-0.429666667,-0.533
C4orf35,0.774333333,0.191333333,0.4225,0.619,0.653,0.108333333,0.327833333,0.079333333,0.369666667,0.2755,0.269833333,0.668833333,0.48,0.3335,0.696833333,0.264
MT1G,-1.93875,0.445375,0.0345,-1.149125,-1.44575,-1.25,0.586,-1.11925,0.646125,0.26275,-1.236875,-0.50425,1.32325,0.218125,-0.03725,1.1995
HS1BP3,0.7753,0.6264,0.8185,0.677,0.7262,0.3119,0.5794,0.0948,0.3849,0.3416,0.9441,0.4466,0.4589,-0.1742,0.3307,-0.1871
RIC3,-0.982,-0.17725,-1.17075,-0.26475,-0.984,1.5645,-0.70225,-0.42825,1.11375,0.535,-1.4135,2.68375,-0.98175,-0.83175,-0.00075,0.621
ART1,-0.3735,-0.531,0.0265,0.2985,0.033,-0.703,-0.176,0.2635,0.0675,-0.0145,1.0555,0.057,-0.4125,-0.349,-0.311,0.177
RTEL1,-0.662,-1.51,-1.82775,-1.10375,-0.64875,-0.196,-0.75575,-1.0375,-1.11225,-0.65225,-1.307,-1.829,-0.76425,-0.682,-0.95875,-1.32675
ZNF709,0.3565,0.11925,-0.3725,-0.50475,0.0785,0.07575,-0.41575,0.34675,-0.2435,0.418,0.38975,0.849,-0.7855,-0.529,-0.173,0.55625
CRYBA1,-2.334,-1.623,-1.981,-3.1735,-1.7045,-2.5765,-2.304,-0.7535,-1.4325,-1.3865,-2.3205,-1.35,-1.4985,-1.685,-1.7495,-0.5495
MTMR6,1.1423,0.3356,1.6855,1.6023,0.8626,1.1466,0.8123,0.3703,1.7605,1.487,1.0032,2.2631,1.4209,0.837,0.81,1.341
UBTD1,1.43425,1.48925,2.69625,1.97875,1.46875,1.606,1.575,1.19725,2.45125,1.57575,0.59375,2.207,0.82625,1.63575,1.1905,0.834
PACSIN3,-0.751,-0.039666667,-0.261,-0.268333333,-0.909666667,0.0625,-0.463166667,-1.395166667,-0.973,-1.524166667,-0.919833333,-1.852833333,-3.163166667,-1.852666667,-0.814833333,-2.321166667
PHB2,-0.084,-0.997,-1.0415,-1.24375,0.104,-1.71425,-1.2815,-0.213,-1.03975,-0.80775,-0.36675,-0.55425,-0.716,-1.185,-1.093,-0.9035
APBA2,-0.669666667,-2.220333333,-1.896166667,-1.452666667,-0.429833333,-1.763166667,-1.711,1.123,-0.694666667,-1.339333333,-2.216,-1.759333333,-1.8365,-0.636333333,-1.037666667,1.029666667
MYCBPAP,0.988,1.16,1.81075,2.3705,0.9685,1.4485,2.19425,2.07375,1.27375,0.124,2.6155,-0.386,-0.5525,-1.0265,2.05325,0.58425
CPVL,-0.7079,0.2713,0.9104,-0.0925,0.9963,1.1285,0.8081,-0.518,0.0885,-0.2291,0.569,0.0885,0.6178,0.1692,0.6145,0.6171
ZNRF4,-0.0185,-0.2895,0.37175,-0.01475,0.27375,-0.1855,0.154,0.0595,0.51125,0.25275,0.69775,0.18075,0.0375,0.16525,0.0235,-0.3625
FAM9B,-2.078,-2.34875,-2.363,-3.383,-2.224,3.197,-2.3105,-1.5965,-2.56725,-2.9315,0.36775,-2.63375,-2.57175,-1.86275,0.44275,-1.76175
