Hybridization REF,TCGA-35-3615-01A-01R-0946-07,TCGA-55-1592-01A-01R-0946-07,TCGA-67-3770-01A-01R-0946-07,TCGA-44-2655-01A-01R-0946-07,TCGA-55-1594-01A-01R-0946-07,TCGA-67-3771-01A-01R-0946-07,TCGA-44-2656-01A-02R-0946-07,TCGA-55-1595-01A-01R-0946-07,TCGA-67-3772-01A-01R-0946-07,TCGA-44-2659-01A-01R-0946-07,TCGA-55-1596-01A-01R-0946-07,TCGA-67-3773-01A-01R-0946-07,TCGA-44-2662-01A-01R-0946-07,TCGA-64-1676-01A-01R-0946-07,TCGA-67-3774-01A-01R-0946-07,TCGA-44-2665-01A-01R-0946-07
NF2,-1.02175,-0.51625,-0.6488,-0.7847,-0.1385,-0.78075,-0.53785,-0.46095,-1.51335,-0.72875,-0.5776,-1.28475,-0.42085,-1.206,-0.67325,-1.23015
MYO18B,-0.747833333,1.662666667,-1.3314,-1.558666667,0.384,-0.683833333,-1.2275,-0.977833333,-0.992,-1.4815,2.083,-1.597,-2.037666667,-0.504,-0.320333333,-1.0565
PRAMEF1,0.5955,-0.386,-0.173,0.025,0.4715,-0.126,-0.1555,-0.0255,0.477,0.081,0.235,0.194,-0.2315,0.2985,-0.266,0.332
TCBA1,0.285125,0.14025,0.95375,1.636285714,2.772,0.332,0.346,0.19575,0.45525,0.347375,-0.22625,-0.138125,-0.506857143,0.018375,0.309375,1.770125
SEPN1,0.20225,0.639625,0.450125,0.197875,0.399,-0.338625,0.274625,0.049375,0.13625,0.015375,0.407875,0.17175,-0.002875,-0.235625,0.136375,0.02075
TFF3,-0.331333333,3.1525,2.401166667,1.944333333,3.5915,2.705666667,-0.023833333,3.924666667,4.431666667,-0.799666667,2.427666667,-0.261166667,0.101833333,-0.025,0.909833333,-0.311333333
NDFIP1,1.130642857,1.659071429,1.562285714,0.939785714,0.5915,0.596214286,0.394785714,1.016071429,1.042142857,0.1235,0.234928571,1.222714286,1.218142857,0.680714286,1.176714286,1.2035
TNR,1.626,-0.298,0.6365,0.322,0.1455,0.0245,0.6235,0.0125,0.5725,0.2825,0.035,1.1395,0.7275,0.246,0.171,0.3235
CUTA,0.455666667,1.152666667,-0.222666667,-0.166,0.236666667,-0.413666667,-0.1885,-0.397666667,0.048666667,0.463833333,0.049666667,0.170333333,-0.266833333,-1.233833333,0.113333333,0.155333333
PTPN13,0.85925,0.52475,2.18525,0.32625,-1.986,-2,0.80525,2.726,1.013,2.709,-3.24125,3.518,-0.74775,-1.0945,2.90925,-0.133
IDH3B,-0.956375,-0.37075,-0.153625,-0.904375,-0.816875,-1.156875,-0.9945,-0.703375,-0.9775,-0.827125,-1.170625,-1.5575,-1.080625,-1.914625,-0.771875,-1.533
SUOX,-0.309833333,0.7415,0.0875,0.329166667,0.487333333,0.951833333,0.735,0.534833333,0.077833333,0.7975,0.182833333,0.132666667,-0.102333333,0.380333333,0.935,0.175666667
TMCO5,0.11775,0.409,1.53,0.5485,0.26625,0.508,0.127,0.2335,0.657,0.3105,1.139,-0.16825,0.845,0.352,0.85725,0.48275
GOLT1B,-0.06075,1.5775,0.811,-0.47475,1.22475,-0.19725,-0.24425,0.282,0.352,-0.25175,1.09875,0.31825,0.568,0.3605,1.12775,0.5485
LRIG2,-0.6765,-0.0905,-0.8345,-0.68075,-0.6145,-0.14925,-0.38125,-0.10475,-1.05525,-0.34525,-0.188,-0.3635,-0.349,0.67975,-0.90975,-0.484
CLIC6,3.4543,6.1976,5.1453,5.2668,4.5861,5.8339,3.1986,5.128,5.8387,3.6588,5.4753,3.1431,3.5576,5.1707,4.998,4.3181
ZNF420,1.41,1.451833333,1.315833333,-0.052833333,1.339166667,0.692833333,0.682666667,0.699666667,1.175,1.662666667,-0.388333333,1.3175,0.911166667,0.392,0.391666667,0.892333333
ELMOD1,-1.9315,-1.17925,-2.464333333,-1.8635,-2.01275,-1.983,-0.57675,-1.307,-1.65925,-0.98825,-2.354,0.3835,-1.89025,-1.66925,-2.032,-1.2305
PRKAG1,-0.088,-0.48025,0.38225,-1.3285,0.236,-0.245,-1.53225,-0.85475,-1.5975,-2.213,-0.49975,-0.416,-0.53375,-1.43675,-0.56325,-0.70275
INCENP,-2.35825,-2.08075,-2.642,-1.97725,-0.789,-1.243,-2.3065,-2.67075,-2.6075,-1.49025,-1.32,-2.03475,-0.61425,-1.65775,-2.56225,-2.263
WASF2,-1.634,-1.5305,-1.831,-1.9935,-1.401,-1.8635,-1.7005,-2.1565,-1.9615,-1.014,-2.2295,-1.6065,-1.7715,-2.1525,-1.648,-2.0635
GARS,-2.2027,-1.4496,-1.8041,-2.0446,-0.9259,-0.8828,-0.5074,-1.2542,-1.5207,0.8009,-0.5938,-2.0813,-0.8219,-1.7649,-1.9608,-0.9858
HHATL,-1.136,-1.956333333,-1.227666667,-1.444833333,-1.881,-2.510333333,-1.701,2.774333333,-0.524833333,-1.807166667,-1.682,0.782166667,-2.219833333,-1.7525,-1.0055,1.088166667
ZNF200,-0.47325,-0.0735,-0.85125,-0.75675,0.3115,0.504,-0.445,-0.40375,-0.90875,-0.59725,-0.00375,-0.69625,-0.41475,0.14425,-0.588,-0.011
PUM1,-0.503714286,0.344785714,-0.445,0.078357143,-0.194714286,-0.265857143,-0.076357143,-0.198285714,-0.037928571,0.458357143,-0.181428571,-0.362214286,-0.060428571,-0.055428571,-0.2335,-0.202642857
C19orf59,2.705666667,4.069333333,5.130166667,5.003,3.651166667,5.347666667,5.044333333,1.121833333,4.9,3.078333333,2.186666667,3.818166667,5.359333333,5.725166667,2.404833333,3.0245
NRSN2,0.747125,0.167875,1.09975,0.885375,0.058875,0.319,0.335875,0.202875,0.850125,0.164875,0.61925,0.14275,-0.167625,0.90625,0.269875,0.32975
ACTN4,-0.645666667,-0.483,-0.982,-0.523666667,-0.037333333,-0.523166667,-0.727,-0.599833333,-0.5345,0.378833333,-1.117,-0.5925,0.9765,-1.162166667,-0.2145,-0.523
SKIP,0.817125,0.636375,0.75975,1.0625,0.604375,3.3450625,0.732375,0.4285625,1.422933333,0.624266667,0.307933333,0.8346875,0.192214286,0.7201875,0.8108125,0.56925
PSTPIP1,1.05725,0.83425,1.8045,1.792,1.53025,1.6385,2.412,0.95825,1.27625,1.1195,1.0595,1.789,2.16575,2.01025,1.19475,1.5395
APOL2,-0.126,0.1132,-0.5776,-0.1465,-0.0615,-0.1529,0.8289,0.2396,-0.0466,-0.0355,0.1126,1.3463,0.7846,0.0044,0.1192,-0.0477
HSD17B10,-0.80325,-0.95275,-1.21125,-0.4535,-0.16675,-1.10425,-0.551,-0.9115,-1.09275,-1.09675,0.31075,-0.89975,-0.4875,-1.074,-0.67925,-0.96675
MRPL10,0.146166667,-0.469833333,-0.449,-0.298,-0.205833333,-0.4035,-0.5095,0.203,-0.569166667,-0.299333333,-0.012166667,-0.1175,-0.561333333,-0.454833333,-0.355666667,-0.667
CCDC46,-0.0755,1.0555,0.4445,0.7535,0.184666667,0.270333333,2.094166667,1.490833333,1.203333333,2.5265,0.748666667,2.120333333,0.630833333,0.594666667,1.0995,1.278833333
LPO,0.243,-0.003,0.0265,0.02,-0.285,0.4985,0.558,0.0265,0.927,0.732,0.2685,-0.0705,1.4175,0.6015,-0.929,-0.687
IMP4,0.315,-0.56025,0.23725,0.264,-0.683,0.928,0.01925,-0.18,0.18375,-0.021,0.448,-0.08625,-0.35325,-0.20425,-0.3955,-0.38925
C18orf20,0.0575,0.2865,0.542,0.7825,null,0.544,0.5665,0.1485,0.292,0.726,-0.4825,0.6365,0.701,0.2435,-0.2875,0.4055
CD2BP2,0.037833333,-0.2275,0.395166667,-0.052333333,-0.128,-0.66,0.054,-0.490666667,-0.5005,-0.647333333,-0.236,-0.154,-0.032333333,-1.324833333,-0.088166667,0.532166667
CHRM5,-0.258,0.38725,-0.82275,0.107,2.11675,0.30525,0.03,0.192,-0.06225,-0.38175,0.97425,-0.34025,0.1485,0.1045,0.1025,0.046
CERK,-0.1925,-0.333875,0.064875,-0.084875,0.468375,0.2285,-0.29475,0.07425,0.28575,-0.58025,0.019625,-0.460375,-0.50875,0.349125,0.282875,-0.218875
CASP6,1.267875,0.44625,1.223125,1.005125,2.325875,0.770875,0.9355,0.132375,1.289625,1.28975,0.8575,1.5275,1.80325,1.595875,0.34775,0.5755
BET1L,0.7976,0.6187,0.5512,0.1823,0.5571,0.2087,0.7954,-0.3197,1.0453,0.5057,-0.0108,0.8779,-0.1257,0.4544,0.4495,0.279
ATG2B,-0.737333333,0.606833333,-0.548333333,0.1275,1.010833333,-0.239833333,0.129833333,0.055166667,-0.349166667,-0.1355,0.014333333,-0.513833333,0.0295,-0.5105,-0.051666667,0.217833333
HSD11B2,1.4405,-0.428666667,0.408,-0.069166667,1.795,-1.119833333,-0.5905,0.139833333,2.519166667,0.297166667,-0.069833333,-0.7765,-0.0535,0.257666667,-0.526166667,0.182166667
MGC13057,-1.49125,-1.340875,-0.985375,-1.83675,0.262375,-0.0585,-0.787375,-0.859875,-0.072875,-1.604625,-0.701125,-1.19075,-1.244125,-0.911125,-0.818125,-1.099625
CAND1,-0.694333333,-0.410666667,-0.294166667,-0.408833333,0.785,-0.418333333,-0.1055,-0.068,-0.430666667,-0.614666667,0.185333333,-0.653,0.093333333,-1.0455,0.897,-0.021833333
CENTD2,-0.2834,0.5734,-0.3904,0.3596,0.7644,0.4558,0.3743,-0.0199,-0.0916,0.3613,0.2453,0.0953,0.252,0.4365,0.1449,-0.5166
OR5AP2,-0.0995,-0.16925,0.07125,0.4775,-0.0015,0.233,-0.625,0.203,0.8375,0.2075,-0.24725,-0.188,-0.15075,0.56825,0.8205,0.741
ZMYND15,1.8915,1.98525,2.62025,2.16475,0.9385,1.54625,2.4555,1.25925,1.63625,1.10175,2.33625,2.2765,1.912,2.3995,1.7055,1.0475
C14orf126,0.4425,-0.3725,0.53575,0.034333333,0.47675,-0.301333333,-0.526,1.303,0.68475,0.176333333,0.457666667,0.75275,0.08675,0.1055,0.24675,0.14125
SFRS1,-0.923,-0.309428571,-0.896571429,-0.762928571,-0.500071429,-0.600214286,-0.903642857,-0.327071429,-1.096928571,-1.588285714,-0.794714286,-1.179571429,-0.213214286,-0.541142857,-0.753285714,-0.609285714
MRPL52,0.4557,-0.2314,0.161,0.0604,-0.0835,-0.1649,0.0552,-0.2555,0.1216,0.4621,0.6758,1.4357,-0.5699,0.7359,-0.5034,-0.1003
SPIRE2,0.963375,-0.137625,0.232125,0.456375,-0.722,-0.3395,0.085375,-0.303375,0.0715,-0.23925,0.621125,0.01875,-0.669125,0.6675,-0.141875,-0.07175
SCUBE3,0.29175,2.51325,0.20325,-0.24025,1.8865,0.4285,0.918,0.72425,0.291,0.03225,-0.41875,0.08125,-0.44225,0.85475,-0.1465,0.8035
UCRC,1.1637,1.4947,2.7014,0.8117,1.5912,0.489,1.5038,0.8846,0.386,0.3794,1.457,2.0157,0.36,0.5295,0.9345,0.3287
CDKL3,0.4725,0.916,1.8295,0.86125,0.62475,-0.83325,0.9515,0.45875,0.80425,-0.6785,-0.32875,1.12325,0.8195,0.6845,0.4365,0.9755
ZNF345,1.2985,0.8505,0.5335,0.4925,0.7065,0.509,0.32925,1.68175,0.2425,1.25975,-0.1515,1.0925,0.52925,0.33075,0.20825,1.00975
MS4A2,2.583,3.28975,3.77725,2.84075,1.28,1.844,4.74675,1.257,4.5025,4.5865,2.958,5.4565,2.87925,0.50025,1.97775,3.02125
WDR59,-0.83125,-0.141875,-1.339625,-0.43075,-0.595,-1.004125,-0.494625,-0.4865,-0.699875,-0.067125,-0.1715,-0.598375,-0.527125,0.215875,-0.423375,0.0375
ITGB1BP2,-0.4655,-1.5815,0.285,-0.3865,-0.854,-1.9955,-1.47,-0.5635,-0.7725,-1.396,-1.082,0.111,-1.8595,-1.042,-0.976,-0.8745
ALDH18A1,1.4495,1.55725,0.213125,1.26375,1.420125,1.015625,1.374375,0.4025,0.92775,1.582375,2.246125,-0.4115,1.047875,-0.09275,1.18925,1.47775
TPI1,-1.527875,-1.13325,-1.57775,-1.77675,-0.573125,-1.36325,-1.343375,-0.805875,-1.385625,-1.224,-1.00025,-0.953,-0.006,-1.188125,-1.749125,-1.137125
GATA6,0.24525,3.0915,1.51025,1.184,-0.2415,0.05775,1.77675,0.551,2.6855,0.9885,0.262,0.6095,1.01075,2.03675,2.142,0.26975
CABP1,-0.772333333,-1.331833333,-0.792,-1.320166667,-1.091166667,-0.7504,-0.721666667,-0.7295,-0.7414,-1.3256,-0.867333333,-0.877166667,-0.888833333,-0.5905,-1.111166667,-0.563166667
CNO,-0.1595,0.10725,-0.1035,0.081,0.88625,0.18775,0.5815,0.305,-0.42725,-0.64025,0.916,-0.65725,0.212,0.245,-0.252,-0.41675
ZSCAN16,1.999625,1.695,1.5935,0.96425,2.1,1.391625,1.12475,1.44625,1.31,1.40675,1.674625,1.56375,0.566,0.088,0.917,0.836125
MAFK,0.7185,-0.1245,0.5155,0.7325,0.0965,0.344,0.35,-0.141,1.054,1.1645,0.9495,0.0015,0.1485,0.529,0.0585,0.032
SBNO2,-1.0505,-0.954,-1.3145,-0.938,-0.62,-0.552,-0.5235,-0.3845,-1.575,-1.535,-0.716,-1.002,0.2645,-0.636,-0.5525,0.1085
FAM35B,0.42625,-0.46575,0.284875,0.351,0.31125,-0.128625,0.004625,0.144625,0.285,0.148125,0.667625,-0.055875,0.10975,-0.203625,0.568875,-0.13275
PDZRN3,-0.4855,-0.051125,0.10475,0.063875,0.06975,-0.266875,0.196125,0.16975,0.740875,0.73575,-0.751,0.1025,0.723625,-0.2925,0.3015,1.0245
C6orf126,2.50175,2.1205,0.329,2.2575,0.366,0.82725,0.9265,-0.01925,0.42325,-0.5815,0.79525,-0.05225,-1.298,1.2125,-0.176,-0.16925
AVEN,0.4275,-0.341,-0.539,0.98825,0.376,0.2305,0.431,-0.38,0.20175,-0.33,-0.6975,-0.4625,0.37425,0.5405,0.0205,0.58125
FLJ21075,-0.87,-1.4005,-0.8015,-1.289,-1.2065,-0.902,-0.9415,-0.3265,-0.5245,-1.268,-2.767,-0.796,-1.274,-0.8195,-1.257,-0.7875
FNDC8,0.17225,-0.53675,0.22875,-0.211,-0.25525,-0.28725,-0.03325,-0.1435,0.05425,0.1485,-0.233,0.596,-1.3135,0.05975,0.17075,-0.353
PIP4K2B,-0.4511875,0.351125,-0.09275,0.1533125,0.32175,0.3115625,-0.384125,0.882,-0.8120625,-0.4046875,2.03,-0.6309375,0.3655,-0.132375,0.1199375,-0.30275
BDH2,0.3929,0.6941,1.5083,1.4192,0.4586,-0.341555556,0.2038,0.1887,1.393,0.8332,0.1497,1.9992,-0.0455,1.0374,1.2084,1.2306
ZNF467,0.74175,0.49875,1.18125,1.152625,0.397,0.921,0.877375,0.417125,0.72675,0.4595,0.63825,0.534,0.027875,1.738125,0.6685,0.580625
SLC25A21,-1.34925,-1.02025,-0.39175,-1.61775,2.70275,-0.277333333,-1.27675,-0.5005,-0.76525,-1.12975,-1.01175,-1.15225,-2.14975,-0.9345,-1.03075,-1.042
LEMD2,-0.3645,0.48925,-0.59875,-0.56425,-0.06725,-0.5755,-0.10425,0.22675,-0.507,0.0795,0.3895,-0.324,0.22075,-0.9875,-0.21675,-0.28075
NOMO1,-1.94725,0.012,-1.39,-1.316,0.427,-0.98975,-1.079,-0.36075,-0.898,-1.26175,-0.44325,-1.75825,0.20475,-0.89325,-0.1955,-0.0685
HSPA8,-0.362541667,-0.29425,-0.194875,-0.344208333,-0.313041667,-0.490875,-0.115333333,-0.655875,-0.603833333,-0.548083333,-0.1215,-1.025333333,0.327791667,-0.860208333,-0.365,-0.244166667
NGDN,-0.6675,-0.30425,-0.048,-0.3005,-0.41875,0.13725,-0.007,-0.04,-0.2725,0.36575,0.24325,0.43725,-0.8435,0.08625,-0.3155,-0.3975
PRRG1,-0.689583333,-0.6945,-0.367583333,0.637916667,-0.7085,0.3695,-0.682666667,-0.758333333,0.42075,-0.633416667,-1.408583333,0.129083333,0.51425,0.07,-0.075333333,0.651166667
MED12,-0.9975,-1.044166667,-1.265166667,-1.002833333,-0.636166667,-0.6515,-0.653166667,-0.829833333,-1.197833333,-0.835166667,-1.325666667,-1.4545,-0.548,-1.331833333,-0.564166667,-0.903
MYH1,-0.001,0.828,1.246,3.171,0.546,0.474,0.2725,0.703,-0.03,0.45,0.392,1.3365,0.4355,-0.558,-0.166,0.759
FRYL,-0.294083333,-0.105333333,-0.158,0.323916667,0.37425,-0.31475,0.29925,0.650916667,0.03425,0.355416667,0.363083333,0.345666667,0.2145,0.4735,-0.169833333,-0.21875
AGTRAP,0.85525,-0.0395,1.20125,0.66525,-0.291,-0.113,0.2105,-0.40025,0.86775,0.34825,0.97875,0.22425,0.41,0.559,0.39375,0.0555
TNFSF12,3.2205,1.926,2.63775,2.94625,0.863,2.30525,2.91375,1.605,2.86025,2.76475,2.27075,3.305,2.453,3.3275,2.4025,2.50275
ATP1A1,0.3177,0.4858,0.0872,0.442,-0.1737,-1.151,-0.1449,0.5644,-0.5779,0.5297,-0.8895,0.4533,0.2862,-0.3233,-0.3251,-1.004
TMEM25,-0.709875,1.82125,1.530125,1.765125,1.76825,1.203875,1.72575,0.918625,0.737625,1.41275,1.521375,1.054875,1.8575,0.76125,1.051125,1.904625
OSBPL10,-0.330375,-0.006625,0.362375,0.02025,-0.06575,1.114,0.457125,0.352,0.231,0.293,-1.7735,-0.08575,-0.024875,0.441125,0.089125,0.703125
LRTM1,0.2605,-0.465,0.7505,0.5995,-0.0795,-0.51,0.0895,0.0355,-0.119,-0.7595,-0.4605,0.356,0.1925,-0.359,0.182,-0.234
RASSF4,1.59325,1.7565,1.73425,1.54,1.5085,1.9335,2.7815,1.549,1.2445,1.79475,1.38825,2.23425,2.59075,2.98075,1.1105,1.847
CCDC113,0.0994,0.2796,-0.0612,0.6506,0.3387,-0.0378,-0.3092,-0.2072,-0.271,0.4527,0.6293,-0.5246,0.571,-0.579,0.7222,0.6262
C20orf77,-0.801833333,0.042333333,-1.008166667,-0.483416667,0.466916667,0.00025,-0.371333333,-0.422583333,-0.11125,-0.490916667,0.091583333,-1.14275,0.225666667,0.18825,-0.852833333,-0.388
SVEP1,0.187,1.2127,-0.1038,0.0303,0.1747,0.3152,0.6676,0.8373,0.4892,1.0865,-0.6498,0.4434,0.1888,0.1028,0.736,0.8322
GANAB,-1.903833333,-0.950833333,-1.352166667,-1.791833333,-0.210833333,-1.031166667,-1.305833333,-1.514666667,-2.332833333,-2.095,-1.6635,-1.640666667,-0.583333333,-2.128,-1.457333333,-1.404
CCDC132,-0.554666667,0.521083333,-0.554,-0.537916667,-0.469416667,-0.151416667,0.240916667,-0.210333333,-0.269,-0.115,0.503,-0.097333333,0.768166667,-0.251083333,-0.626666667,-0.030416667
KRT77,-0.151,-0.0645,0.723,0.069,0.0925,0.091,-0.8775,-0.208,-0.601,0.911,0.099,0.693,-0.189,0.4835,0.111,-0.0085
PSMC4,-0.9877,-0.7917,-0.9455,-1.1754,-0.2544,0.1265,-0.5824,-0.4075,-0.7984,-0.8886,-0.1453,-1.2001,1.7199,-0.7019,-0.6532,-0.8275
SOX10,-1.621,-2.5025,-2.0336,-2.195,-2.5148,-2.8873,-2.5006,-2.3384,-1.9492,-2.2295,-2.6477,-2.5449,-3.0504,-1.6727,-2.0897,-1.8129
TRAPPC2,1.071833333,0.363333333,0.343666667,0.523666667,0.356166667,-0.1825,0.778333333,0.871666667,0.448,0.414666667,-0.324833333,1.287,-0.039333333,-0.100666667,1.047833333,1.216666667
FLJ14107,-0.816666667,-0.7045,-0.907333333,-0.726666667,-1.448833333,-0.935833333,-1.0425,-0.590833333,-0.767,-0.6115,-1.536833333,-1.205833333,-1.176166667,-0.477166667,-0.827,-1.054833333
AURKAIP1,0.226,-0.018,0.70075,-0.012,0.278,-0.2285,-0.11575,-0.5425,0.634,-0.233,0.0445,-0.699,-0.046,-0.397,-0.31875,-0.5895
LOC137886,-0.3565,0.169416667,-0.091083333,-0.075583333,0.468916667,-0.065,0.318166667,-0.327416667,-0.105166667,0.20275,0.388833333,-0.15375,0.308333333,-0.619666667,-0.31775,0.103583333
BTNL3,0.614833333,1.0045,0.3895,-0.222,-0.107833333,-0.305833333,-0.0765,0.273166667,0.125166667,-0.2024,0.526,0.526,1.559,0.079333333,0.354666667,0.054666667
ENO2,-2.647,-1.333166667,-1.9715,-2.627833333,-1.713166667,-1.565166667,-2.371666667,-1.957333333,-2.207166667,-2.845666667,-2.572166667,-1.2305,-0.307,-2.440166667,-1.602666667,-0.9975
ARR3,-0.365666667,-0.445833333,-0.347833333,-0.4085,-0.586666667,-0.615833333,-0.2645,0.1165,0.129833333,-0.110166667,-0.190833333,0.000833333,-0.379666667,-0.598666667,-0.295833333,-0.227
CYP2C9,1.2585,1.2265,1.214,1.2505,2.559,0.4495,0.919,0.1015,1.0565,0.4255,3.7775,3.3505,0.429,0.015,2.016,0.9385
FLJ37543,0.3735,-0.1925,0.1615,-0.2785,-0.0325,-0.335,0.272,0.166,-0.0925,0.0705,0.7665,0.1205,0.786,0.87,0.3675,-0.342
LRRC61,-0.019166667,0.047,-0.333333333,-0.302666667,-0.185666667,-0.8345,-0.128833333,-0.686333333,-0.444,-0.708833333,0.676666667,-0.725166667,0.366,-0.370666667,-0.585666667,-0.167666667
SLC30A7,0.483416667,0.66425,0.098583333,0.9105,1.393166667,1.091833333,0.988166667,0.75225,0.502416667,0.962416667,1.488416667,0.439083333,1.7835,1.14825,0.3095,0.417416667
BMP2,3.80025,1.423375,3.171,3.298125,-0.682,0.12575,3.163,2.1585,0.982375,2.506,-0.8685,3.514625,0.10625,2.5265,1.74225,1.4155
ESR1,-2.192166667,-2.735583333,-2.581916667,-1.78,-3.661083333,-3.378166667,-2.28525,-1.81925,-0.551083333,-1.438083333,-4.032833333,0.096166667,-1.809583333,1.295916667,-1.464083333,0.164583333
LRRC19,0.048166667,0.407833333,0.232333333,0.410333333,0.736833333,0.1408,-0.2365,0.030166667,0.060333333,0.276,-0.053,0.505,-0.040666667,0.0485,-0.1045,-0.119333333
CNFN,1.879,0.884,1.786,0.6025,0.9585,1.105,0.587,0.8905,1.2905,0.237,0.9575,1.2225,0.5175,1.2565,0.4495,1.0875
LOC283345,0.6815,0.9085,0.369,-0.2505,0.7835,0.195,0.35,1.285,-0.574,-0.0955,1.6435,0.385,0.1835,-0.5795,-0.008,-0.3795
HTR5A,-0.783,-1.346666667,-0.940333333,-1.820333333,-1.837,-1.4422,-1.7016,-0.818833333,-1.935666667,-1.398833333,-1.598,-1.691166667,-0.8468,-1.1605,-0.897,-0.518666667
RAMP3,0.58575,0.0665,0.75925,0.88325,-0.63675,-0.1685,0.33275,0.2255,0.36175,0.0005,0.49675,0.5815,-2.211,-0.5785,0.72275,-1.0945
TSPYL5,-0.590909091,3.366181818,-0.819272727,0.711818182,3.298545455,3.229272727,0.246454545,3.651,2.863090909,3.094272727,2.404363636,0.884909091,2.001818182,4.554636364,1.343545455,1.260818182
PDE3A,1.4825,-1.69525,-1.86075,-1.69275,-3.562,-1.474,-2.05625,-1.01,-1.10775,-1.8815,-1.5045,-1.99675,-1.3985,-0.45,2.36025,-0.87875
RASGEF1A,2.1873,1.1917,-0.9134,2.6145,0.389,3.6213,0.8424,0.9598,0.2006,0.4759,3.5976,-0.5079,2.172,2.7405,0.3557,0.218
XPOT,-1.647,-1.422666667,-1.547,-1.653666667,0.070333333,-0.469666667,-0.840833333,-1.001833333,-1.8995,-0.6245,-0.084833333,-1.9445,-0.616666667,-1.453333333,-0.1535,-0.649
FGFR4,-1.488833333,-1.965833333,-1.4995,-1.266333333,-1.559833333,-1.606333333,-1.668166667,-1.940333333,-1.678666667,-1.556666667,-1.124166667,-1.940833333,-2.719166667,-1.924666667,-1.218,-2.102
SLC5A3,-1.0601,-0.2112,0.4254,-0.6956,-0.5055,0.3691,1.9868,0.46,-0.973,0.9828,0.5372,1.7801,0.3565,1.4332,-0.446,0.3289
ZNF530,-0.4814,-0.3411,-0.4619,-0.8523,-0.6233,-0.4851,-0.5235,-0.1145,-0.5205,-0.0664,-1.1749,-0.0948,-0.5144,-0.273,-0.3736,-0.447
UQCC,-0.7641,-0.3899,0.3919,-0.4843,0.3178,-0.5791,-1.1817,-1.014,-0.1314,-1.9212,-0.0561,-1.3132,-0.333,-0.6541,-0.2968,-0.7622
PLS3,1.25225,1.07325,2.644,1.7215,1.40975,0.4965,2.48425,1.8605,1.884,3.5185,1.49125,1.2255,1.867,1.34,1.53975,2.284
RPL24,2.019875,-0.049125,0.74825,0.901375,0.36025,0.616125,0.98525,0.340625,0.472875,0.688125,0.463625,1.98,0.021125,1.20025,0.187375,0.453625
IBSP,3.0745,1.9325,2.352,-0.624,0.207,2.7835,-0.224,1.19,0.546,0.077,-0.0825,0.764,3.9865,4.7705,0.9415,4.636
ALKBH7,1.9379,0.2976,1.5312,0.776,0.2666,0.7177,0.691,0.2791,1.7587,1.2671,0.6856,1.4196,0.2922,1.6003,0.2369,1.004
CPZ,-1.67975,-2.62275,-2.2185,-1.56075,-1.675,-1.3415,-0.6955,-0.228,-0.7365,0.09475,-2.75775,-1.1595,-0.9335,-1.5015,-0.70325,0.94925
IHPK3,-0.070833333,4.185666667,3.276,1.372,5.315833333,0.696833333,0.892166667,0.994666667,3.510666667,0.240166667,0.7455,0.714333333,5.460333333,0.260666667,2.141,0.637666667
COL8A1,0.886,0.98625,0.9115,1.2125,0.1325,0.7285,1.56075,2.0675,1.0545,1.78775,0.38775,2.051,1.24425,1.304,0.72925,2.18175
CASP8AP2,-1.49725,-0.226375,-1.132625,-0.82575,-0.494875,-0.978,-0.966625,-0.55025,-1.283625,-1.104375,-0.667875,-1.570375,-0.521875,-0.69325,-0.942625,-0.72575
PEX11B,1.340125,1.312375,1.305125,1.634375,1.116125,1.163375,1.09875,1.70275,1.301875,0.924125,0.90675,1.324,1.05825,1.12475,1.58075,1.023125
CD68,1.148,1.76175,1.655,1.14025,1.532,1.89425,2.244,0.967,1.86125,0.87425,1.20575,1.3575,2.58475,2.61525,1.409,1.15475
INTS5,-0.643,-0.429166667,-0.368333333,-0.556166667,-0.115833333,-0.397166667,0.400166667,-0.641333333,-0.412,-0.346666667,-1.153,-0.648166667,-0.364166667,-0.29,-0.700833333,-0.058833333
TNRC6B,0.4114375,0.805,0.0046,0.315125,0.1155,0.5845,0.1791875,0.74375,-0.002,0.4534375,-0.0466875,0.0185,0.0848125,-0.411375,0.4778125,0.422125
TIMM8A,-0.425,-0.778333333,0.238,-0.7975,0.164833333,-0.9025,-0.402333333,-0.794166667,-0.432666667,-0.326666667,0.259,-0.748833333,-0.357166667,1.179,-1.117333333,-0.771166667
SLC25A42,-0.721,-0.34225,-0.691,-0.67075,0.137,-0.15575,-0.092625,0.781,-0.59775,-0.18775,-0.952375,-0.249875,-0.788375,-0.54025,-0.7755,-0.7085
MYO1E,-0.6022,-0.5359,-0.8691,-1.1622,-0.2629,-0.4773,-0.6027,-0.2872,-0.9849,-1.0775,0.0247,-0.2827,0.1199,-0.937,-0.1724,0.5739
CCDC102B,3.631,3.1125,2.92675,4.2765,2.91975,2.3725,3.521,3.25925,3.6105,4.10275,3.28125,3.6635,4.07975,2.60725,2.96975,2.1505
SHC2,1.844,1.8217,0.7129,0.729,-1.0174,1.8035,-0.8552,0.7127,-0.7897,0.151,0.3602,-0.8536,0.6126,-0.7274,-0.1344,1.5374
BUB3,-1.252583333,-1.2235,-1.328833333,-0.992416667,-0.297666667,-0.510916667,-0.596916667,-0.464583333,-1.438,-1.016166667,-0.403416667,-1.041166667,-0.881916667,-1.0215,-0.879916667,-0.396166667
